2.000000000000000000e+00 9.432989999999999986e-01
4.000000000000000000e+00 9.452570000000000139e-01
6.000000000000000000e+00 9.496459999999999901e-01
8.000000000000000000e+00 9.608430000000000026e-01
1.000000000000000000e+01 9.822380000000000555e-01
1.200000000000000000e+01 1.019400000000000084e+00
1.400000000000000000e+01 1.075909999999999922e+00
1.600000000000000000e+01 1.158120000000000038e+00
1.800000000000000000e+01 1.265300000000000091e+00
2.000000000000000000e+01 1.366279999999999939e+00
2.200000000000000000e+01 1.661270000000000024e+00
2.400000000000000000e+01 1.794620000000000104e+00
2.600000000000000000e+01 2.083429999999999893e+00
2.800000000000000000e+01 2.414480000000000182e+00
3.000000000000000000e+01 2.787080000000000002e+00
3.200000000000000000e+01 3.180709999999999926e+00
3.400000000000000000e+01 3.629150000000000098e+00
3.600000000000000000e+01 4.123400000000000176e+00
3.800000000000000000e+01 4.658000000000000362e+00
4.000000000000000000e+01 5.235050000000000203e+00
4.200000000000000000e+01 5.851919999999999789e+00
4.400000000000000000e+01 6.502570000000000405e+00
4.600000000000000000e+01 7.202230000000000132e+00
4.800000000000000000e+01 7.900240000000000151e+00
5.000000000000000000e+01 8.607089999999999463e+00
5.200000000000000000e+01 9.289189999999999614e+00
5.400000000000000000e+01 1.006559999999999988e+01
5.600000000000000000e+01 1.084989999999999988e+01
5.800000000000000000e+01 1.160960000000000036e+01
6.000000000000000000e+01 1.242619999999999969e+01
6.200000000000000000e+01 1.320420000000000016e+01
6.400000000000000000e+01 1.407569999999999943e+01
6.600000000000000000e+01 1.491810000000000080e+01
6.800000000000000000e+01 1.576849999999999952e+01
7.000000000000000000e+01 1.659900000000000020e+01
7.200000000000000000e+01 1.743420000000000059e+01
7.400000000000000000e+01 1.829799999999999827e+01
7.600000000000000000e+01 1.915759999999999863e+01
7.800000000000000000e+01 2.002759999999999962e+01
8.000000000000000000e+01 2.089170000000000016e+01
8.200000000000000000e+01 2.175379999999999825e+01
8.400000000000000000e+01 2.273710000000000164e+01
8.600000000000000000e+01 2.342340000000000089e+01
8.800000000000000000e+01 2.430760000000000076e+01
9.000000000000000000e+01 2.522090000000000032e+01
9.200000000000000000e+01 2.602449999999999974e+01
9.400000000000000000e+01 2.689029999999999987e+01
9.600000000000000000e+01 2.774719999999999942e+01
9.800000000000000000e+01 2.860290000000000177e+01
1.000000000000000000e+02 2.945959999999999823e+01
1.020000000000000000e+02 3.031340000000000146e+01
1.040000000000000000e+02 3.116689999999999827e+01
1.060000000000000000e+02 3.201850000000000307e+01
1.080000000000000000e+02 3.287230000000000274e+01
1.100000000000000000e+02 3.371909999999999741e+01
1.120000000000000000e+02 3.456419999999999959e+01
1.140000000000000000e+02 3.540709999999999980e+01
1.160000000000000000e+02 3.625180000000000291e+01
1.180000000000000000e+02 3.710199999999999676e+01
1.200000000000000000e+02 3.794519999999999982e+01
1.220000000000000000e+02 3.878179999999999694e+01
1.240000000000000000e+02 3.961760000000000304e+01
1.260000000000000000e+02 4.045559999999999690e+01
1.280000000000000000e+02 4.129319999999999879e+01
1.300000000000000000e+02 4.212760000000000105e+01
1.320000000000000000e+02 4.296359999999999957e+01
1.340000000000000000e+02 4.379919999999999902e+01
1.360000000000000000e+02 4.462780000000000058e+01
1.380000000000000000e+02 4.545470000000000255e+01
1.400000000000000000e+02 4.628499999999999659e+01
1.420000000000000000e+02 4.711240000000000094e+01
1.440000000000000000e+02 4.793739999999999668e+01
1.460000000000000000e+02 4.876440000000000197e+01
1.480000000000000000e+02 4.958840000000000003e+01
1.500000000000000000e+02 5.040990000000000038e+01
1.520000000000000000e+02 5.123290000000000077e+01
1.540000000000000000e+02 5.205279999999999774e+01
1.560000000000000000e+02 5.287279999999999802e+01
1.580000000000000000e+02 5.369270000000000209e+01
1.600000000000000000e+02 5.450860000000000127e+01
1.620000000000000000e+02 5.532540000000000191e+01
1.640000000000000000e+02 5.614289999999999736e+01
1.660000000000000000e+02 5.695900000000000318e+01
1.680000000000000000e+02 5.777400000000000091e+01
1.700000000000000000e+02 5.858740000000000236e+01
1.720000000000000000e+02 5.940010000000000190e+01
1.740000000000000000e+02 6.021209999999999951e+01
1.760000000000000000e+02 6.102279999999999660e+01
1.780000000000000000e+02 6.183200000000000074e+01
1.800000000000000000e+02 6.264339999999999975e+01
1.820000000000000000e+02 6.345439999999999969e+01
1.840000000000000000e+02 6.426210000000000377e+01
1.860000000000000000e+02 6.506950000000000500e+01
1.880000000000000000e+02 6.587550000000000239e+01
1.900000000000000000e+02 6.667969999999999686e+01
1.920000000000000000e+02 6.748609999999999332e+01
1.940000000000000000e+02 6.829040000000000532e+01
1.960000000000000000e+02 6.909520000000000550e+01
1.980000000000000000e+02 6.989860000000000184e+01
2.000000000000000000e+02 7.070210000000000150e+01
2.020000000000000000e+02 7.150669999999999504e+01
2.040000000000000000e+02 7.230790000000000362e+01
2.060000000000000000e+02 7.310689999999999600e+01
2.080000000000000000e+02 7.390579999999999927e+01
2.100000000000000000e+02 7.470529999999999404e+01
2.120000000000000000e+02 7.550579999999999359e+01
2.140000000000000000e+02 7.630559999999999832e+01
2.160000000000000000e+02 7.710290000000000532e+01
2.180000000000000000e+02 7.789979999999999905e+01
2.200000000000000000e+02 7.869589999999999463e+01
2.220000000000000000e+02 7.949139999999999873e+01
2.240000000000000000e+02 8.028640000000000043e+01
2.260000000000000000e+02 8.103249999999999886e+01
2.280000000000000000e+02 8.190560000000000684e+01
2.300000000000000000e+02 8.263750000000000284e+01
2.320000000000000000e+02 8.344129999999999825e+01
2.340000000000000000e+02 8.424070000000000391e+01
2.360000000000000000e+02 8.504680000000000462e+01
2.380000000000000000e+02 8.583410000000000650e+01
2.400000000000000000e+02 8.662439999999999429e+01
2.420000000000000000e+02 8.742849999999999966e+01
2.440000000000000000e+02 8.820229999999999393e+01
2.460000000000000000e+02 8.898659999999999570e+01
2.480000000000000000e+02 8.978660000000000707e+01
2.500000000000000000e+02 9.056489999999999441e+01
2.520000000000000000e+02 9.135259999999999536e+01
2.540000000000000000e+02 9.206640000000000157e+01
2.560000000000000000e+02 9.295050000000000523e+01
2.580000000000000000e+02 9.371540000000000248e+01
2.600000000000000000e+02 9.453950000000000387e+01
2.620000000000000000e+02 9.537030000000000030e+01
2.640000000000000000e+02 9.614950000000000330e+01
2.660000000000000000e+02 9.695780000000000598e+01
2.680000000000000000e+02 9.768980000000000530e+01
2.700000000000000000e+02 9.847310000000000230e+01
2.720000000000000000e+02 9.921519999999999584e+01
2.740000000000000000e+02 9.993540000000000134e+01
2.760000000000000000e+02 1.007900000000000063e+02
2.780000000000000000e+02 1.014959999999999951e+02
2.800000000000000000e+02 1.023689999999999998e+02
2.820000000000000000e+02 1.030000000000000000e+02
2.840000000000000000e+02 1.039489999999999981e+02
2.860000000000000000e+02 1.047099999999999937e+02
2.880000000000000000e+02 1.054659999999999940e+02
2.900000000000000000e+02 1.063289999999999935e+02
2.920000000000000000e+02 1.069779999999999944e+02
2.940000000000000000e+02 1.077740000000000009e+02
2.960000000000000000e+02 1.085600000000000023e+02
2.980000000000000000e+02 1.093389999999999986e+02
